"","Rental_ID","Rent_Price","No_Bedrooms","No_Bathrooms","Neighborhood","SubMarket","Borough"
"2174",5428,2099,2,1,"East Harlem","All Upper Manhattan","Manhattan"
"2175",10579,2600,1,1,"Flushing","Northeast Queens","Queens"
"2176",5355,4995,1,1,"West Village","All Downtown","Manhattan"
"2177",4971,4695,2,2,"Upper West Side","All Upper West Side","Manhattan"
"2178",3209,14950,2,2,"Chelsea","All Downtown","Manhattan"
"2179",1761,7600,2,2,"Tribeca","All Downtown","Manhattan"
"2180",8892,3000,0,1,"Fort Greene","Northwest Brooklyn","Brooklyn"
"2181",963,3800,2,1,"West Village","All Downtown","Manhattan"
"2182",3603,3450,1,1,"Midtown West","All Midtown","Manhattan"
"2183",11337,6565,3,2,"Brooklyn Heights","Northwest Brooklyn","Brooklyn"
"2184",5627,4900,2,2,"Upper West Side","All Upper West Side","Manhattan"
"2185",5922,3100,2,1,"Clinton Hill","Northwest Brooklyn","Brooklyn"
"2186",9281,1550,0,1,"Rego Park","Central Queens","Queens"
"2187",47,3333,0,1,"Williamsburg","North Brooklyn","Brooklyn"
"2188",5604,4495,2,2,"Upper West Side","All Upper West Side","Manhattan"
"2189",386,11000,3,2,"Midtown","All Midtown","Manhattan"
"2190",1135,2600,0,1,"Upper East Side","All Upper East Side","Manhattan"
"2191",7882,2600,1,1,"East Village","All Downtown","Manhattan"
"2192",923,4550,1.5,1,"Upper East Side","All Upper East Side","Manhattan"
"2193",4223,5250,3,2,"Carroll Gardens","Northwest Brooklyn","Brooklyn"
"2194",907,2695,0,1,"Greenwich Village","All Downtown","Manhattan"
"2195",3344,11000,2,2,"Flatiron","All Downtown","Manhattan"
"2196",9329,10750,3,3,"Upper East Side","All Upper East Side","Manhattan"
"2197",6147,3400,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2198",10819,2650,2,1,"Williamsburg","North Brooklyn","Brooklyn"
"2199",462,3000,0,1,"Upper East Side","All Upper East Side","Manhattan"
"2200",5661,2700,1,1,"Midtown East","All Midtown","Manhattan"
"2201",673,12000,3,2,"Brooklyn Heights","Northwest Brooklyn","Brooklyn"
"2202",3695,5400,1,1,"Greenwich Village","All Downtown","Manhattan"
"2203",3148,2750,0,1,"Soho","All Downtown","Manhattan"
"2204",4156,2500,1,1,"Midtown East","All Midtown","Manhattan"
"2205",4205,3400,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2206",1819,3350,1,1,"Midtown West","All Midtown","Manhattan"
"2207",10051,1700,1,1,"Hamilton Heights","All Upper Manhattan","Manhattan"
"2208",7726,2895,1,1,"Upper East Side","All Upper East Side","Manhattan"
"2209",288,11950,2,1,"Tribeca","All Downtown","Manhattan"
"2210",6907,10000,3,2,"Carroll Gardens","Northwest Brooklyn","Brooklyn"
"2211",8856,4600,1,1,"Midtown East","All Midtown","Manhattan"
"2212",9837,3800,0,1,"East Village","All Downtown","Manhattan"
"2213",8351,1997,1,1,"Central Harlem","All Upper Manhattan","Manhattan"
"2214",460,7499,2,2,"Tribeca","All Downtown","Manhattan"
"2215",7017,2750,1,1,"Astoria","Northwest Queens","Queens"
"2216",8630,3450,1,1,"Upper East Side","All Upper East Side","Manhattan"
"2217",6720,12500,2,2,"Midtown East","All Midtown","Manhattan"
"2218",10945,6000,3,1,"Financial District","All Downtown","Manhattan"
"2219",8316,2200,1,1,"Park Slope","Prospect Park","Brooklyn"
"2220",1743,3000,1,1,"Midtown East","All Midtown","Manhattan"
"2221",7226,2200,0,1,"Long Island City","Northwest Queens","Queens"
"2222",7614,10500,3,2,"Upper West Side","All Upper West Side","Manhattan"
"2223",2485,2625,0,1,"Downtown Brooklyn","Northwest Brooklyn","Brooklyn"
"2224",4816,1550,1,1,"Sheepshead Bay","South Brooklyn","Brooklyn"
"2225",7023,7750,2,3,"Upper West Side","All Upper West Side","Manhattan"
"2226",7930,6403,2,2,"Chelsea","All Downtown","Manhattan"
"2227",1112,2700,1,1,"Park Slope","Prospect Park","Brooklyn"
"2228",3559,3500,1,1,"Midtown South","All Midtown","Manhattan"
"2229",9251,2500,1,1,"Clinton Hill","Northwest Brooklyn","Brooklyn"
"2230",6660,3545,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2231",4242,2100,0,1,"Midtown East","All Midtown","Manhattan"
"2232",5359,17000,3,3,"Flatiron","All Downtown","Manhattan"
"2233",9602,5500,2,2,"Midtown East","All Midtown","Manhattan"
"2234",4837,4000,1,1,"Midtown West","All Midtown","Manhattan"
"2235",5380,3300,4,1,"Elmhurst","Central Queens","Queens"
"2236",615,8000,0,2,"Tribeca","All Downtown","Manhattan"
"2237",296,3300,3,1,"Astoria","Northwest Queens","Queens"
"2238",3197,3900,1,1,"Midtown East","All Midtown","Manhattan"
"2239",2875,12500,2,2,"Chelsea","All Downtown","Manhattan"
"2240",7280,3000,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2241",6200,2200,2,2,"Ridgewood","Central Queens","Queens"
"2242",4022,4750,4,2,"Park Slope","Prospect Park","Brooklyn"
"2243",7707,2150,0,1,"Downtown Brooklyn","Northwest Brooklyn","Brooklyn"
"2244",8180,2700,2,1,"Williamsburg","North Brooklyn","Brooklyn"
"2245",5343,3420,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2246",2471,2854,0,1,"Financial District","All Downtown","Manhattan"
"2247",6191,2900,1,1,"Chinatown","All Downtown","Manhattan"
"2248",4443,9695,2,2,"Upper West Side","All Upper West Side","Manhattan"
"2249",1774,10750,2,2,"East Village","All Downtown","Manhattan"
"2250",10262,3875,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"2251",2497,3905,1,1,"Midtown West","All Midtown","Manhattan"
"2252",7981,2450,0,1,"West Village","All Downtown","Manhattan"
"2253",882,2000,1,1,"Hamilton Heights","All Upper Manhattan","Manhattan"
"2254",2732,2100,2,1,"Bushwick","East Brooklyn","Brooklyn"
"2255",10396,4177,1,1,"Flatiron","All Downtown","Manhattan"
"2256",10749,4400,2,2,"Williamsburg","North Brooklyn","Brooklyn"
"2257",7643,4800,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2258",1541,8100,2,2,"Tribeca","All Downtown","Manhattan"
"2259",1245,4000,3,1,"Upper West Side","All Upper West Side","Manhattan"
"2260",8999,2800,1,1,"Carroll Gardens","Northwest Brooklyn","Brooklyn"
"2261",4491,11000,4,3,"Upper West Side","All Upper West Side","Manhattan"
"2262",5935,7495,3,3,"Upper East Side","All Upper East Side","Manhattan"
"2263",828,2725,0,1,"Long Island City","Northwest Queens","Queens"
"2264",10860,2650,1,1,"Prospect Heights","Prospect Park","Brooklyn"
"2265",6305,6000,1,1,"East Village","All Downtown","Manhattan"
"2266",7441,3000,0,1,"Midtown East","All Midtown","Manhattan"
"2267",9701,8200,2,2,"Flatiron","All Downtown","Manhattan"
"2268",10249,2750,0,1,"Financial District","All Downtown","Manhattan"
"2269",955,5995,2,2,"Midtown","All Midtown","Manhattan"
"2270",1287,3900,1,1,"Chelsea","All Downtown","Manhattan"
"2271",2763,3636,1,1,"Midtown South","All Midtown","Manhattan"
"2272",4592,13950,3,3,"Upper East Side","All Upper East Side","Manhattan"
"2273",3264,10000,2,2,"Tribeca","All Downtown","Manhattan"
"2274",9944,2895,0,1,"Upper East Side","All Upper East Side","Manhattan"
"2275",5509,4000,1,1,"Midtown West","All Midtown","Manhattan"
"2276",7907,3759,1,1,"Midtown East","All Midtown","Manhattan"
"2277",7051,4550,0,1,"Tribeca","All Downtown","Manhattan"
"2278",1504,6595,2,2,"Upper West Side","All Upper West Side","Manhattan"
"2279",9695,4600,1,1,"Midtown East","All Midtown","Manhattan"
"2280",8848,2300,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"2281",1254,3630,1,1,"Downtown Brooklyn","Northwest Brooklyn","Brooklyn"
"2282",4760,3465,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2283",6118,3050,1,1,"Battery Park City","All Downtown","Manhattan"
"2284",3207,4416,3,1,"Greenpoint","North Brooklyn","Brooklyn"
"2285",931,2000,2,1,"Bedford-Stuyvesant","East Brooklyn","Brooklyn"
"2286",2250,11000,2,3,"Upper East Side","All Upper East Side","Manhattan"
"2287",9209,2275,1,1,"Park Slope","Prospect Park","Brooklyn"
"2288",9762,2999,2,1,"Williamsburg","North Brooklyn","Brooklyn"
"2289",7184,2975,3,1,"Gowanus","Northwest Brooklyn","Brooklyn"
"2290",1911,2900,1,1,"Long Island City","Northwest Queens","Queens"
"2291",8508,15000,3,3,"Flatiron","All Downtown","Manhattan"
"2292",7538,2550,2,1,"Astoria","Northwest Queens","Queens"
"2293",869,8800,2,2,"Midtown East","All Midtown","Manhattan"
"2294",5727,3200,1,1,"Midtown South","All Midtown","Manhattan"
"2295",4692,5395,3,1,"Upper East Side","All Upper East Side","Manhattan"
"2296",322,7800,3,2,"Upper West Side","All Upper West Side","Manhattan"
"2297",10865,19950,4,3,"Gramercy Park","All Downtown","Manhattan"
"2298",10076,4500,1,1,"Midtown East","All Midtown","Manhattan"
"2299",1403,4500,2,1,"Upper East Side","All Upper East Side","Manhattan"
"2300",1910,2854,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"2301",5462,2250,0,1,"Upper East Side","All Upper East Side","Manhattan"
"2302",1175,2700,1,1,"Astoria","Northwest Queens","Queens"
"2303",5423,2200,1,1,"Forest Hills","Central Queens","Queens"
"2304",1027,2700,2,1,"Central Harlem","All Upper Manhattan","Manhattan"
"2305",1773,2100,2,1,"Ridgewood","Central Queens","Queens"
"2306",6445,5675,2,2,"Midtown","All Midtown","Manhattan"
"2307",749,3500,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2308",10281,2700,0,1,"Greenpoint","North Brooklyn","Brooklyn"
"2309",712,2800,2,1,"Hamilton Heights","All Upper Manhattan","Manhattan"
"2310",7763,1925,1,1,"Sunnyside","Northwest Queens","Queens"
"2311",8893,3750,1,1,"Fort Greene","Northwest Brooklyn","Brooklyn"
"2312",7197,3800,1,1,"DUMBO","Northwest Brooklyn","Brooklyn"
"2313",5261,3600,3,1,"Prospect Heights","Prospect Park","Brooklyn"
"2314",5705,3975,2,2,"Long Island City","Northwest Queens","Queens"
"2315",1813,2000,0,1,"Upper East Side","All Upper East Side","Manhattan"
"2316",8184,4000,1,1,"East Village","All Downtown","Manhattan"
"2317",1546,3895,1,1,"West Village","All Downtown","Manhattan"
"2318",2055,3395,0,1,"Chelsea","All Downtown","Manhattan"
"2319",1589,13975,3,2,"Upper East Side","All Upper East Side","Manhattan"
"2320",5683,1995,0,1,"Upper West Side","All Upper West Side","Manhattan"
"2321",5851,2195,1,1,"Astoria","Northwest Queens","Queens"
"2322",6574,3200,2,1,"Astoria","Northwest Queens","Queens"
"2323",3108,4400,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"2324",5501,2250,2,1,"Astoria","Northwest Queens","Queens"
"2325",3665,4100,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2326",7652,3300,1,1,"Midtown East","All Midtown","Manhattan"
"2327",8885,3800,1,1,"Midtown East","All Midtown","Manhattan"
"2328",5530,3400,1,1,"DUMBO","Northwest Brooklyn","Brooklyn"
"2329",9027,2950,1,1,"Central Park South","All Midtown","Manhattan"
"2330",3014,2895,0,1,"Midtown East","All Midtown","Manhattan"
"2331",6979,3400,1,1,"Long Island City","Northwest Queens","Queens"
"2332",7562,7495,1,1,"Soho","All Downtown","Manhattan"
"2333",1098,3900,1,1,"Midtown West","All Midtown","Manhattan"
"2334",3345,5650,2,2,"Midtown East","All Midtown","Manhattan"
"2335",8956,3200,1,1,"Long Island City","Northwest Queens","Queens"
"2336",4533,4200,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2337",4619,3725,1,1,"Financial District","All Downtown","Manhattan"
"2338",850,3600,1,1,"Midtown West","All Midtown","Manhattan"
"2339",2342,6995,1,2,"Midtown West","All Midtown","Manhattan"
"2340",3263,2325,0,1,"Upper East Side","All Upper East Side","Manhattan"
"2341",3056,3550,1,1,"East Harlem","All Upper Manhattan","Manhattan"
"2342",4633,3200,1.5,1,"Greenpoint","North Brooklyn","Brooklyn"
"2343",3476,2600,2,2,"Flushing","Northeast Queens","Queens"
"2344",1359,3460,0,1,"Financial District","All Downtown","Manhattan"
"2345",9378,2880,0,1,"Midtown","All Midtown","Manhattan"
"2346",3183,2700,2,1,"Long Island City","Northwest Queens","Queens"
"2347",10806,3400,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"2348",10228,3150,1,1,"Long Island City","Northwest Queens","Queens"
"2349",8850,2650,0.5,1,"Williamsburg","North Brooklyn","Brooklyn"
"2350",5166,4995,1,1,"Midtown","All Midtown","Manhattan"
"2351",9130,1662,0,1,"Central Harlem","All Upper Manhattan","Manhattan"
"2352",1915,2450,0,1,"Gramercy Park","All Downtown","Manhattan"
"2353",416,3365,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2354",827,2300,0,1,"Upper East Side","All Upper East Side","Manhattan"
"2355",3022,10000,3,3,"Soho","All Downtown","Manhattan"
"2356",3533,4500,2,1,"Midtown East","All Midtown","Manhattan"
"2357",2321,11500,2,2,"Chelsea","All Downtown","Manhattan"
"2358",4080,10000,2,3,"Chelsea","All Downtown","Manhattan"
"2359",2912,3600,2,1,"East Village","All Downtown","Manhattan"
"2360",8289,4350,3,1,"Williamsburg","North Brooklyn","Brooklyn"
"2361",6073,6995,3,3,"Williamsburg","North Brooklyn","Brooklyn"
"2362",8671,2550,0,1,"Midtown South","All Midtown","Manhattan"
"2363",289,6000,2,2,"Upper West Side","All Upper West Side","Manhattan"
"2364",8234,8900,3,2,"Brooklyn Heights","Northwest Brooklyn","Brooklyn"
"2365",4854,3200,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"2366",4798,4250,1,1,"East Village","All Downtown","Manhattan"
"2367",10843,2500,1.5,1,"Boerum Hill","Northwest Brooklyn","Brooklyn"
"2368",3201,2325,0,1,"Long Island City","Northwest Queens","Queens"
"2369",4272,7995,2,2,"Upper West Side","All Upper West Side","Manhattan"
"2370",6152,1950,0,1,"East Village","All Downtown","Manhattan"
"2371",5955,2900,0,1,"Flatiron","All Downtown","Manhattan"
"2372",5903,2595,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2373",4180,11000,3,3,"Financial District","All Downtown","Manhattan"
"2374",1740,6100,2,2,"Upper West Side","All Upper West Side","Manhattan"
"2375",2283,2850,2,1,"Upper East Side","All Upper East Side","Manhattan"
"2376",7587,2853,1,1,"Long Island City","Northwest Queens","Manhattan"
"2377",6586,3500,1,1,"Midtown","All Midtown","Manhattan"
"2378",6523,1800,0,1,"Greenpoint","North Brooklyn","Brooklyn"
"2379",593,3700,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2380",49,3595,1,1,"Upper East Side","All Upper East Side","Manhattan"
"2381",8126,1999,3,1,"Glendale","Central Queens","Queens"
"2382",8299,1600,0,1,"Bay Ridge","South Brooklyn","Brooklyn"
"2383",11345,5995,3,1,"Upper West Side","All Upper West Side","Manhattan"
"2384",1083,4510,1,1,"Chelsea","All Downtown","Manhattan"
"2385",1456,4100,1,2,"DUMBO","Northwest Brooklyn","Brooklyn"
"2386",7714,3150,4,1,"Washington Heights","All Upper Manhattan","Manhattan"
"2387",3167,1800,1,1,"Bay Ridge","South Brooklyn","Brooklyn"
"2388",7732,2600,0,1,"Lower East Side","All Downtown","Manhattan"
"2389",3117,6000,2,2,"Flatiron","All Downtown","Manhattan"
"2390",5839,6000,2,2,"Midtown East","All Midtown","Manhattan"
"2391",2086,2550,1,1,"Central Harlem","All Upper Manhattan","Manhattan"
"2392",4617,3360,1,1,"Financial District","All Downtown","Manhattan"
"2393",2856,7895,3,2,"Tribeca","All Downtown","Manhattan"
"2394",9520,2975,1,1,"Upper East Side","All Upper East Side","Manhattan"
"2395",5004,3250,1,1,"Upper East Side","All Upper East Side","Manhattan"
"2396",4024,2899,2,1,"Williamsburg","North Brooklyn","Brooklyn"
"2397",3841,3500,1,1,"Midtown East","All Midtown","Manhattan"
"2398",8828,3500,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2399",6079,3610,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2400",1957,2900,1,1,"Astoria","Northwest Queens","Queens"
"2401",4615,5500,3,2,"Upper West Side","All Upper West Side","Manhattan"
"2402",407,11000,3,3,"Midtown East","All Midtown","Manhattan"
"2403",8641,3200,1,1,"Midtown East","All Midtown","Manhattan"
"2404",4708,2400,2,1,"Greenpoint","North Brooklyn","Brooklyn"
"2405",4962,2100,1,1,"Central Harlem","All Upper Manhattan","Manhattan"
"2406",5845,1900,0,1,"Bedford-Stuyvesant","East Brooklyn","Brooklyn"
"2407",5391,3650,1,1,"Greenwich Village","All Downtown","Manhattan"
"2408",64,2550,0,1,"Upper West Side","All Upper West Side","Manhattan"
"2409",5570,3250,1,1,"Battery Park City","All Downtown","Manhattan"
"2410",8537,3475,1.5,1,"Bedford-Stuyvesant","East Brooklyn","Brooklyn"
"2411",8631,4600,2,2,"Williamsburg","North Brooklyn","Brooklyn"
"2412",2558,8900,2,2,"Midtown East","All Midtown","Manhattan"
"2413",10381,2845,0,1,"Midtown West","All Midtown","Manhattan"
"2414",1395,5000,3,1,"Midtown East","All Midtown","Manhattan"
"2415",2652,3550,1,1,"Upper East Side","All Upper East Side","Manhattan"
"2416",781,4110,1,1,"Midtown East","All Midtown","Manhattan"
"2417",390,11894,3,3,"Upper East Side","All Upper East Side","Manhattan"
"2418",6731,1750,1,1,"Rego Park","Central Queens","Queens"
"2419",4773,3000,3,1,"Prospect Lefferts Gardens","Prospect Park","Brooklyn"
"2420",8016,5295,2,2,"Midtown West","All Midtown","Manhattan"
"2421",3803,3950,3,1,"Upper West Side","All Upper West Side","Manhattan"
"2422",6060,9500,2,2,"Chelsea","All Downtown","Manhattan"
"2423",6510,2750,1,1,"Bushwick","East Brooklyn","Brooklyn"
"2424",790,5000,2,2,"Upper East Side","All Upper East Side","Manhattan"
"2425",720,4680,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2426",1495,3995,0,1,"Financial District","All Downtown","Manhattan"
"2427",10678,4000,2,1,"Midtown East","All Midtown","Manhattan"
"2428",314,3550,0,1,"Flatiron","All Downtown","Manhattan"
"2429",6934,7600,2,2,"Midtown South","All Midtown","Manhattan"
"2430",4835,5600,2,2,"Midtown East","All Midtown","Manhattan"
"2431",5491,2700,2,1,"Williamsburg","North Brooklyn","Brooklyn"
"2432",10449,5995,1,1,"Flatiron","All Downtown","Manhattan"
"2433",1484,3100,0,1,"Financial District","All Downtown","Manhattan"
"2434",7695,6949,2,2,"East Village","All Downtown","Manhattan"
"2435",4645,2200,2,1,"Midwood","South Brooklyn","Brooklyn"
"2436",2408,6000,1,1,"West Village","All Downtown","Manhattan"
"2437",52,9000,2,2,"Nolita","All Downtown","Manhattan"
"2438",5749,3195,0.5,1,"Midtown East","All Midtown","Manhattan"
"2439",4754,3117,1,1,"Long Island City","Northwest Queens","Queens"
"2440",3219,3400,1,1,"Midtown East","All Midtown","Manhattan"
"2441",903,2650,0,1,"Upper East Side","All Upper East Side","Manhattan"
"2442",3567,2900,1,1,"Midtown South","All Midtown","Manhattan"
"2443",4659,4899,4,3,"Greenpoint","North Brooklyn","Brooklyn"
"2444",91,3500,3,1,"East Harlem","All Upper Manhattan","Manhattan"
"2445",1782,3200,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"2446",7449,1695,0,1,"Astoria","Northwest Queens","Queens"
"2447",5103,4490,3,1,"East Village","All Downtown","Manhattan"
"2448",9238,2600,0,1,"Central Park South","All Midtown","Manhattan"
"2449",4466,3300,1,1,"Downtown Brooklyn","Northwest Brooklyn","Brooklyn"
"2450",783,5900,2,1,"Upper West Side","All Upper West Side","Manhattan"
"2451",9150,2500,0,1,"Upper East Side","All Upper East Side","Manhattan"
"2452",3641,5500,1,1,"East Village","All Downtown","Manhattan"
"2453",3153,1799,2,1,"Astoria","Northwest Queens","Queens"
"2454",9340,4095,2,1,"Morningside Heights","All Upper Manhattan","Manhattan"
"2455",6629,1725,1,1,"Briarwood","Northeast Queens","Queens"
"2456",2669,5300,2,2,"Prospect Heights","Prospect Park","Brooklyn"
"2457",4003,3590,1,1,"Midtown East","All Midtown","Manhattan"
"2458",5360,3150,1.5,1,"Williamsburg","North Brooklyn","Brooklyn"
"2459",6493,6295,2,2,"West Village","All Downtown","Manhattan"
"2460",1963,7650,2,2,"Financial District","All Downtown","Manhattan"
"2461",7026,5035,2,2,"Upper West Side","All Upper West Side","Manhattan"
"2462",5369,7600,2,2,"Upper West Side","All Upper West Side","Manhattan"
"2463",3193,5630,2,2,"Williamsburg","North Brooklyn","Brooklyn"
"2464",4794,3300,1,1,"Midtown East","All Midtown","Manhattan"
"2465",9380,4349,3.5,3,"Bedford-Stuyvesant","East Brooklyn","Brooklyn"
"2466",2800,2400,1,1,"East Harlem","All Upper Manhattan","Manhattan"
"2467",10186,1750,1.5,1,"Bushwick","East Brooklyn","Brooklyn"
"2468",10666,2385,2,1,"Upper East Side","All Upper East Side","Manhattan"
"2469",2606,3475,2,2,"Rego Park","Central Queens","Queens"
"2470",6497,3100,1,1,"Midtown East","All Midtown","Manhattan"
"2471",4465,6995,3,1,"Tribeca","All Downtown","Manhattan"
"2472",5387,7975,2,2,"Upper West Side","All Upper West Side","Manhattan"
"2473",9841,1525,1,1,"Inwood","All Upper Manhattan","Manhattan"
"2474",4720,4725,1,1,"Midtown","All Midtown","Manhattan"
"2475",6983,4500,3,2,"Williamsburg","North Brooklyn","Brooklyn"
"2476",636,2750,0,1,"Midtown East","All Midtown","Manhattan"
"2477",3548,4400,2,1,"Midtown East","All Midtown","Manhattan"
"2478",4537,2734,0,1,"Williamsburg","North Brooklyn","Brooklyn"
"2479",4642,4000,1,1,"Midtown East","All Midtown","Manhattan"
"2480",6465,3500,0,1,"Tribeca","All Downtown","Manhattan"
"2481",2550,4100,1,2,"Lower East Side","All Downtown","Manhattan"
"2482",2311,1895,1,1,"East Harlem","All Upper Manhattan","Manhattan"
"2483",4287,2550,0,1,"Flatiron","All Downtown","Manhattan"
"2484",8664,2000,1,1,"Cobble Hill","Northwest Brooklyn","Brooklyn"
"2485",3040,2750,1,1,"East Village","All Downtown","Manhattan"
"2486",3140,2500,1,1,"Bedford-Stuyvesant","East Brooklyn","Brooklyn"
"2487",4795,3800,1,1,"East Village","All Downtown","Manhattan"
"2488",1065,2500,2,1,"Central Harlem","All Upper Manhattan","Manhattan"
"2489",5003,3350,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2490",11265,3800,1,2,"Lower East Side","All Downtown","Manhattan"
"2491",6327,4500,2,2,"Upper West Side","All Upper West Side","Manhattan"
"2492",10109,1500,1,1,"Ridgewood","Central Queens","Queens"
"2493",7286,2500,0,1,"Midtown West","All Midtown","Manhattan"
"2494",6949,2550,1,1,"Greenpoint","North Brooklyn","Brooklyn"
"2495",2578,3230,0,1,"Financial District","All Downtown","Manhattan"
"2496",297,4200,1,1,"Midtown","All Midtown","Manhattan"
"2497",7970,1900,1,1,"Forest Hills","Central Queens","Queens"
"2498",4332,3995,2,2,"Upper East Side","All Upper East Side","Manhattan"
"2499",1848,13315,3,3,"Upper West Side","All Upper West Side","Manhattan"
"2500",4957,2975,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2501",5284,2200,1,1,"Long Island City","Northwest Queens","Queens"
"2502",6101,4300,1,1,"Battery Park City","All Downtown","Manhattan"
"2503",343,2850,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"2504",9888,2245,0,1,"East Village","All Downtown","Manhattan"
"2505",2494,3570,0,1,"Williamsburg","North Brooklyn","Brooklyn"
"2506",5376,1450,1,1,"Flushing","Northeast Queens","Queens"
"2507",6296,2875,3,1,"Bay Ridge","South Brooklyn","Brooklyn"
"2508",2487,3256,1,1,"Downtown Brooklyn","Northwest Brooklyn","Brooklyn"
"2509",10026,2895,2,1,"Upper West Side","All Upper West Side","Manhattan"
"2510",7601,5195,2,2,"Financial District","All Downtown","Manhattan"
"2511",1391,3025,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"2512",7194,5000,3,2,"Midtown East","All Midtown","Manhattan"
"2513",6763,4700,1,1,"East Village","All Downtown","Manhattan"
"2514",11226,2699,2,1,"Williamsburg","North Brooklyn","Brooklyn"
"2515",8971,3195,0,1,"Upper East Side","All Upper East Side","Manhattan"
"2516",8190,4175,1,1,"Upper East Side","All Upper East Side","Manhattan"
"2517",397,6125,2,2,"Tribeca","All Downtown","Manhattan"
"2518",9861,4020,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2519",10025,2895,3,1,"Astoria","Northwest Queens","Queens"
"2520",10557,4500,2,2,"Battery Park City","All Downtown","Manhattan"
"2521",9666,4800,2,1,"Chelsea","All Downtown","Manhattan"
"2522",3885,5995,1.5,1,"West Village","All Downtown","Manhattan"
"2523",1620,4300,1,1,"Midtown East","All Midtown","Manhattan"
"2524",10637,1550,1,1,"Crown Heights","East Brooklyn","Brooklyn"
"2525",8084,2499,0,1,"Midtown East","All Midtown","Manhattan"
"2526",4479,2600,0,1,"Financial District","All Downtown","Manhattan"
"2527",808,1975,1,0,"Carroll Gardens","Northwest Brooklyn","Brooklyn"
"2528",9777,1650,1,1,"Brownsville","East Brooklyn","Brooklyn"
"2529",11251,1550,1,1,"Washington Heights","All Upper Manhattan","Manhattan"
"2530",3948,1800,1,1,"Bedford-Stuyvesant","East Brooklyn","Brooklyn"
"2531",6012,4300,1,1,"Financial District","All Downtown","Manhattan"
"2532",8615,3695,1,1,"Upper West Side","All Upper West Side","Manhattan"
"2533",1995,2500,2,1,"Bushwick","East Brooklyn","Brooklyn"
"2534",3298,2775,0,1,"Financial District","All Downtown","Manhattan"
"2535",10776,2595,1,1,"East Village","All Downtown","Manhattan"
"2536",837,4100,2,1,"DUMBO","Northwest Brooklyn","Brooklyn"
"2537",1251,3050,0,1,"Financial District","All Downtown","Manhattan"
"2538",8177,2750,0,1,"Upper West Side","All Upper West Side","Manhattan"
"2539",5202,4620,2,2,"Williamsburg","North Brooklyn","Brooklyn"
"2540",1783,3300,0,1,"Financial District","All Downtown","Manhattan"
"2541",1811,7950,2,2,"Flatiron","All Downtown","Manhattan"
"2542",8065,4120,1,1,"Midtown East","All Midtown","Manhattan"
"2543",1393,3800,1,1,"Upper East Side","All Upper East Side","Manhattan"
"2544",10719,3350,1,1,"Long Island City","Northwest Queens","Queens"
"2545",1270,2950,2,2,"Central Harlem","All Upper Manhattan","Manhattan"
"2546",166,2835,0,1,"Midtown West","All Midtown","Manhattan"
"2547",6372,15000,2,2,"Midtown East","All Midtown","Manhattan"
"2548",2890,3250,1,1,"Upper East Side","All Upper East Side","Manhattan"
"2549",6759,3250,4,1,"Bedford-Stuyvesant","East Brooklyn","Brooklyn"
"2550",3706,2200,1,1,"Williamsburg","North Brooklyn","Brooklyn"
"2551",6499,2625,1,1,"Astoria","Northwest Queens","Queens"
"2552",724,7500,3,2,"Upper West Side","All Upper West Side","Manhattan"
"2553",8061,2845,0,1,"Upper West Side","All Upper West Side","Manhattan"
"2554",7058,5800,2,1,"Midtown East","All Midtown","Manhattan"
"2555",601,3800,2,1,"Greenpoint","North Brooklyn","Brooklyn"
"2556",4621,4855,1,1,"Midtown East","All Midtown","Manhattan"
"2557",5667,3805,1,1,"Midtown East","All Midtown","Manhattan"
"2558",5756,3225,1,1,"Long Island City","Northwest Queens","Queens"
"2559",2132,2400,1,1,"Astoria","Northwest Queens","Queens"
"2560",5966,3150,3,1,"Midtown West","All Midtown","Manhattan"
"2561",10165,6900,2,2,"Upper West Side","All Upper West Side","Manhattan"
"2562",2631,4850,2,2,"Upper East Side","All Upper East Side","Manhattan"
